date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:14:21	169733/169733	U--MCZ	200	updated ('OK')	text/html	date:Fri,%2006%20Aug%202021%2005:14:22%20GMT	https://www.drserkanaygin.com/	D:/Website%20(HTML%20TRACKER)/drserkanAygin.com/www.drserkanaygin.com/index.html	(from )
08:14:21	256/256	U-----	200	untouched ('OK')	text/plain	date:Mon,%2003%20May%202021%2008:47:51%20GMT	https://www.drserkanaygin.com/robots.txt		(from )
08:14:22	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Fri,%2006%20Aug%202021%2005:14:23%20GMT	https://www.googletagmanager.com/gtm.js?id=	D:/Website%20(HTML%20TRACKER)/drserkanAygin.com/www.googletagmanager.com/gtm.05445.delayed	(from https://www.drserkanaygin.com/)
08:14:22	1194/1194	U--MCZ	200	updated ('OK')	image/png	etag:Wed,%2004%20Sep%202019%2010:46:28%20GMT	https://bulut.drserkanaygin.com/images/favicon-32x32.png	D:/Website%20(HTML%20TRACKER)/drserkanAygin.com/bulut.drserkanaygin.com/images/favicon-32x32.png	(from https://www.drserkanaygin.com/)
08:14:22	1734/1734	---MCZ	200	added ('OK')	image/png	etag:Wed,%2004%20Sep%202019%2010:46:28%20GMT	https://bulut.drserkanaygin.com/images/icons/apple/apple-touch-icon.png	D:/Website%20(HTML%20TRACKER)/drserkanAygin.com/bulut.drserkanaygin.com/images/icons/apple/apple-touch-icon.png	(from https://www.drserkanaygin.com/)
08:14:22	709/709	U--MCZ	200	updated ('OK')	image/png	etag:Wed,%2004%20Sep%202019%2010:46:28%20GMT	https://bulut.drserkanaygin.com/images/favicon-16x16.png	D:/Website%20(HTML%20TRACKER)/drserkanAygin.com/bulut.drserkanaygin.com/images/favicon-16x16.png	(from https://www.drserkanaygin.com/)
08:14:22	1867/1867	---MCZ	200	added ('OK')	image/png	etag:Wed,%2004%20Sep%202019%2010:46:28%20GMT	https://bulut.drserkanaygin.com/images/icons/apple/apple-touch-icon-57x57.png	D:/Website%20(HTML%20TRACKER)/drserkanAygin.com/bulut.drserkanaygin.com/images/icons/apple/apple-touch-icon-57x57.png	(from https://www.drserkanaygin.com/)
08:14:23	2075/2075	---MCZ	200	added ('OK')	image/png	etag:Wed,%2004%20Sep%202019%2010:46:28%20GMT	https://bulut.drserkanaygin.com/images/icons/apple/apple-touch-icon-72x72.png	D:/Website%20(HTML%20TRACKER)/drserkanAygin.com/bulut.drserkanaygin.com/images/icons/apple/apple-touch-icon-72x72.png	(from https://www.drserkanaygin.com/)
08:14:23	2037/2037	---MCZ	200	added ('OK')	image/png	etag:Wed,%2004%20Sep%202019%2010:46:28%20GMT	https://bulut.drserkanaygin.com/images/icons/apple/apple-touch-icon-76x76.png	D:/Website%20(HTML%20TRACKER)/drserkanAygin.com/bulut.drserkanaygin.com/images/icons/apple/apple-touch-icon-76x76.png	(from https://www.drserkanaygin.com/)
08:14:23	3275/3275	---MCZ	200	added ('OK')	image/png	etag:Wed,%2004%20Sep%202019%2010:46:28%20GMT	https://bulut.drserkanaygin.com/images/icons/apple/apple-touch-icon-114x114.png	D:/Website%20(HTML%20TRACKER)/drserkanAygin.com/bulut.drserkanaygin.com/images/icons/apple/apple-touch-icon-114x114.png	(from https://www.drserkanaygin.com/)
